<NUMBER OF ZONES> 26
<NUMBER OF NODES> 359
<FIRST THRU NODE> 1
<NUMBER OF LINKS> 766
<END OF METADATA>
~  Init node  Term node  Capacity  Length  Free Flow Time  B  Power  Speed limit  Toll  Type  ;
	1	170	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	1	269	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	1	327	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	1	346	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	170	1	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	170	169	600.0	573.0	14.333333	1.0	4.0	0.0	0.0	1.0	;
	170	327	2400.0	63.0	1.666667	1.0	4.0	0.0	0.0	1.0	;
	269	1	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	269	266	900.0	176.0	5.0	1.0	4.0	0.0	0.0	1.0	;
	327	1	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	327	312	2400.0	712.0	20.0	1.0	4.0	0.0	0.0	1.0	;
	346	1	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	346	269	900.0	399.0	10.333333	1.0	4.0	0.0	0.0	1.0	;
	2	204	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	2	209	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	2	219	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	2	221	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	204	2	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	204	205	2400.0	418.0	16.0	1.0	4.0	0.0	0.0	1.0	;
	204	209	900.0	264.0	7.333333	1.0	4.0	0.0	0.0	1.0	;
	204	219	2400.0	188.0	7.0	1.0	4.0	0.0	0.0	1.0	;
	204	223	900.0	130.0	7.666667	1.0	4.0	0.0	0.0	1.0	;
	209	2	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	209	20	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	209	215	900.0	368.0	12.0	1.0	4.0	0.0	0.0	1.0	;
	219	2	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	219	323	2400.0	153.0	6.0	1.0	4.0	0.0	0.0	1.0	;
	221	2	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	221	222	900.0	8.0	0.666667	1.0	4.0	0.0	0.0	1.0	;
	3	155	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	3	161	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	3	195	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	3	344	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	155	3	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	155	16	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	155	159	2400.0	153.0	5.333333	1.0	4.0	0.0	0.0	1.0	;
	161	3	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	161	211	2400.0	314.0	9.666667	1.0	4.0	0.0	0.0	1.0	;
	195	3	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	195	201	900.0	225.0	8.333333	1.0	4.0	0.0	0.0	1.0	;
	344	3	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	344	155	2400.0	206.0	6.0	1.0	4.0	0.0	0.0	1.0	;
	4	298	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	4	299	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	4	303	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	4	312	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	298	4	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	298	299	2400.0	25.0	1.333333	1.0	4.0	0.0	0.0	1.0	;
	298	307	2400.0	23.0	1.0	1.0	4.0	0.0	0.0	1.0	;
	299	4	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	299	303	2400.0	247.0	8.0	1.0	4.0	0.0	0.0	1.0	;
	299	313	2400.0	14.0	0.333333	1.0	4.0	0.0	0.0	1.0	;
	303	4	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	303	309	2400.0	48.0	2.0	1.0	4.0	0.0	0.0	1.0	;
	303	312	2400.0	19.0	0.333333	1.0	4.0	0.0	0.0	1.0	;
	312	4	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	312	303	2400.0	19.0	0.333333	1.0	4.0	0.0	0.0	1.0	;
	312	313	2400.0	248.0	8.333333	1.0	4.0	0.0	0.0	1.0	;
	5	264	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	5	270	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	5	272	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
	5	273	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	;
